====
    Phaedra II

    Copyright (C) 2016-2022 Open Analytics

    ===========================================================================

    This program is free software: you can redistribute it and/or modify
    it under the terms of the Apache License as published by
    The Apache Software Foundation, either version 2 of the License, or
    (at your option) any later version.

    This program is distributed in the hope that it will be useful,
    but WITHOUT ANY WARRANTY; without even the implied warranty of
    MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
    Apache License for more details.

    You should have received a copy of the Apache License
    along with this program.  If not, see <http://www.apache.org/licenses/>
====

"EXPERIMENT_ID"	"EXPERIMENT_NAME"	"PLATE_ID"	"BARCODE"	"duplo"	"SEQUENCE_IN_RUN"	"PLATE_INFO"	"VALIDATE_STATUS"	"APPROVE_STATUS"	"REMARKS"	"WELL_ID"	"ROW_NR"	"COL_NR"	"WELLTYPE_CODE"	"COMP_NAME"	"CONCENTRATION"	"IS_VALID"	"SALTFORM"	"CalcResultI.NORMALIZED"	"CalcResultI.RAW_VALUE"	"cpdID"
"1688"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111842	4	18	"SAMPLE"	"G1080835-1"	9.9e-06	0	NA	-12.35194585	28680	9251111842
"1689"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111843	4	19	"SAMPLE"	"G1102206-1"	9.9e-06	0	NA	-14.55160745	29200	9251111843
"1690"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111844	4	20	"SAMPLE"	"G1090318-1"	9.9e-06	0	NA	-12.85956007	28800	9251111844
"1691"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111845	4	21	"SAMPLE"	"G1110629-1"	9.9e-06	0	NA	-17.76649746	29960	9251111845
"1692"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111846	4	22	"SAMPLE"	"G1080843-1"	9.9e-06	0	NA	-15.05922166	29320	9251111846
"1693"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111847	4	23	"SAMPLE"	"G1102214-1"	9.9e-06	0	NA	-19.79695431	30440	9251111847
"1694"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111848	4	24	"SAMPLE"	"G1090326-1"	9.9e-06	0	NA	-19.62774958	30400	9251111848
"1695"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111849	4	25	"SAMPLE"	"G1110637-1"	9.9e-06	0	NA	-17.42808799	29880	9251111849
"1696"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111850	4	26	"SAMPLE"	"G1080850-1"	9.9e-06	0	NA	-16.41285956	29640	9251111850
"1697"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111851	4	27	"SAMPLE"	"G302155-3"	9.9e-06	0	NA	-10.99830795	28360	9251111851
"1698"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111852	4	28	"SAMPLE"	"G1090334-1"	9.9e-06	0	NA	-16.92047377	29760	9251111852
"1699"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111853	4	29	"SAMPLE"	"G1110645-1"	9.9e-06	0	NA	-13.87478849	29040	9251111853
"1700"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111854	4	30	"SAMPLE"	"G1080857-1"	9.9e-06	0	NA	-11.6751269	28520	9251111854
"1701"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111855	4	31	"SAMPLE"	"G1102229-1"	9.9e-06	0	NA	-14.21319797	29120	9251111855
"1702"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111856	4	32	"SAMPLE"	"G1090342-1"	9.9e-06	0	NA	-10.65989848	28280	9251111856
"1703"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111857	4	33	"SAMPLE"	"G1110653-1"	9.9e-06	0	NA	-13.02876481	28840	9251111857
"1704"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111858	4	34	"SAMPLE"	"G1080864-1"	9.9e-06	0	NA	-15.56683587	29440	9251111858
"1705"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111859	4	35	"SAMPLE"	"G1102237-1"	9.9e-06	0	NA	-14.72081218	29240	9251111859
"1706"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111860	4	36	"SAMPLE"	"G1090350-1"	9.9e-06	0	NA	-16.92047377	29760	9251111860
"1707"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111861	4	37	"SAMPLE"	"G1110661-1"	9.9e-06	0	NA	-10.82910321	28320	9251111861
"1708"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111862	4	38	"SAMPLE"	"G1080870-1"	9.9e-06	0	NA	-14.55160745	29200	9251111862
"1709"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111863	4	39	"SAMPLE"	"G1102246-1"	9.9e-06	0	NA	-13.36717428	28920	9251111863
"1710"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111864	4	40	"SAMPLE"	"G1090358-1"	9.9e-06	0	NA	-23.68866328	31360	9251111864
"1711"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111865	4	41	"SAMPLE"	"G1110669-1"	9.9e-06	0	NA	-13.19796954	28880	9251111865
"1712"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111866	4	42	"SAMPLE"	"G1080877-1"	9.9e-06	0	NA	-8.9678511	27880	9251111866
"1713"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111867	4	43	"SAMPLE"	"G1102254-1"	9.9e-06	0	NA	-18.44331641	30120	9251111867
"1714"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111868	4	44	"SAMPLE"	"G1090366-1"	9.9e-06	0	NA	-0.338409475	25840	9251111868
"1715"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111869	4	45	"NC"	""	0	0	NA	-2.538071066	26360	9251111869
"1716"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111871	4	47	"PC"	""	0	0	NA	94.58544839	3400	9251111871
"1717"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111873	5	1	"PC"	""	0	0	NA	101.8612521	1680	9251111873
"1718"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111874	5	2	"PC"	""	0	0	NA	98.81556684	2400	9251111874
"1719"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111875	5	3	"NC"	""	0	0	NA	3.045685279	25040	9251111875
"1720"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111876	5	4	"NC"	""	0	0	NA	-6.260575296	27240	9251111876
"1721"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111877	5	5	"SAMPLE"	"G463035-5"	9.9e-06	0	NA	-11.50592217	28480	9251111877
"1722"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111878	5	6	"SAMPLE"	"G1106389-1"	9.9e-06	0	NA	-15.56683587	29440	9251111878
"1723"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111879	5	7	"SAMPLE"	"G1105612-1"	9.9e-06	0	NA	-10.15228426	28160	9251111879
"1724"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111880	5	8	"SAMPLE"	"G1075248-1"	9.9e-06	0	NA	-10.65989848	28280	9251111880
"1725"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111881	5	9	"SAMPLE"	"G1084001-1"	9.9e-06	0	NA	-16.75126904	29720	9251111881
"1726"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111882	5	10	"SAMPLE"	"G1106397-1"	9.9e-06	0	NA	-21.99661591	30960	9251111882
"1727"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111883	5	11	"SAMPLE"	"G1105620-1"	9.9e-06	0	NA	-10.65989848	28280	9251111883
"1728"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111884	5	12	"SAMPLE"	"G1075256-1"	9.9e-06	0	NA	-12.69035533	28760	9251111884
"1729"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111885	5	13	"SAMPLE"	"G1084006-1"	9.9e-06	0	NA	-10.82910321	28320	9251111885
"1730"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111886	5	14	"SAMPLE"	"G1106405-1"	9.9e-06	0	NA	-15.90524535	29520	9251111886
"1731"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111887	5	15	"SAMPLE"	"G1105628-1"	9.9e-06	0	NA	-12.18274112	28640	9251111887
"1732"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111888	5	16	"SAMPLE"	"G1075264-1"	9.9e-06	0	NA	-12.35194585	28680	9251111888
"1733"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111889	5	17	"SAMPLE"	"G1084012-1"	9.9e-06	0	NA	-12.52115059	28720	9251111889
"1734"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111890	5	18	"SAMPLE"	"G1106412-1"	9.9e-06	0	NA	-7.783417936	27600	9251111890
"1735"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111891	5	19	"SAMPLE"	"G1105639-1"	9.9e-06	0	NA	-11.6751269	28520	9251111891
"1736"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111892	5	20	"SAMPLE"	"G1075272-1"	9.9e-06	0	NA	-15.56683587	29440	9251111892
"1737"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111893	5	21	"SAMPLE"	"G572400-2"	9.9e-06	0	NA	-16.75126904	29720	9251111893
"1738"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111894	5	22	"SAMPLE"	"G1106420-1"	9.9e-06	0	NA	-21.15059222	30760	9251111894
"1739"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111895	5	23	"SAMPLE"	"G1105647-1"	9.9e-06	0	NA	-11.33671743	28440	9251111895
"1740"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111896	5	24	"SAMPLE"	"G1075280-1"	9.9e-06	0	NA	-17.9357022	30000	9251111896
"1741"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111897	5	25	"SAMPLE"	"G982991-2"	9.9e-06	0	NA	-18.10490694	30040	9251111897
"1742"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111898	5	26	"SAMPLE"	"G1106426-1"	9.9e-06	0	NA	-14.55160745	29200	9251111898
"1743"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111899	5	27	"SAMPLE"	"G1105655-1"	9.9e-06	0	NA	-15.2284264	29360	9251111899
"1744"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111900	5	28	"SAMPLE"	"G1075286-1"	9.9e-06	0	NA	-16.92047377	29760	9251111900
"1745"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111901	5	29	"SAMPLE"	"G1084029-1"	9.9e-06	0	NA	-20.30456853	30560	9251111901
"1746"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111902	5	30	"SAMPLE"	"G1106434-1"	9.9e-06	0	NA	-13.36717428	28920	9251111902
"1747"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111903	5	31	"SAMPLE"	"G1105663-1"	9.9e-06	0	NA	-16.24365482	29600	9251111903
"1748"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111904	5	32	"SAMPLE"	"G1075294-1"	9.9e-06	0	NA	-20.98138748	30720	9251111904
"1749"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111905	5	33	"SAMPLE"	"G1084032-1"	9.9e-06	0	NA	-10.321489	28200	9251111905
"1750"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111906	5	34	"SAMPLE"	"G1106442-1"	9.9e-06	0	NA	-13.87478849	29040	9251111906
"1751"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111907	5	35	"SAMPLE"	"G1105671-1"	9.9e-06	0	NA	-12.85956007	28800	9251111907
"1752"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111908	5	36	"SAMPLE"	"G1075302-1"	9.9e-06	0	NA	-16.5820643	29680	9251111908
"1753"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111909	5	37	"SAMPLE"	"G1084035-1"	9.9e-06	0	NA	-8.121827411	27680	9251111909
"1754"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111910	5	38	"SAMPLE"	"G1106450-1"	9.9e-06	0	NA	-11.50592217	28480	9251111910
"1755"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111911	5	39	"SAMPLE"	"G1105679-1"	9.9e-06	0	NA	-16.07445008	29560	9251111911
"1756"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111912	5	40	"SAMPLE"	"G398755-3"	9.9e-06	0	NA	-10.65989848	28280	9251111912
"1757"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111913	5	41	"SAMPLE"	"G1084041-1"	9.9e-06	0	NA	-10.49069374	28240	9251111913
"1758"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111914	5	42	"SAMPLE"	"G1106458-1"	9.9e-06	0	NA	-9.306260575	27960	9251111914
"1759"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111915	5	43	"SAMPLE"	"G1105687-1"	9.9e-06	0	NA	-9.983079526	28120	9251111915
"1760"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111916	5	44	"SAMPLE"	"G1075316-1"	9.9e-06	0	NA	-7.783417936	27600	9251111916
"1761"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111917	5	45	"NC"	""	0	0	NA	-6.429780034	27280	9251111917
"1762"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111919	5	47	"PC"	""	0	0	NA	96.27749577	3000	9251111919
"1763"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111921	6	1	"PC"	""	0	0	NA	101.1844332	1840	9251111921
"1764"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111922	6	2	"PC"	""	0	0	NA	97.63113367	2680	9251111922
"1765"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111923	6	3	"NC"	""	0	0	NA	-6.768189509	27360	9251111923
"1766"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111924	6	4	"NC"	""	0	0	NA	-7.614213198	27560	9251111924
"1767"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111925	6	5	"SAMPLE"	"G1093908-1"	9.9e-06	0	NA	-11.84433164	28560	9251111925
"1768"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111926	6	6	"SAMPLE"	"G1090751-1"	9.9e-06	0	NA	-12.35194585	28680	9251111926
"1769"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111927	6	7	"SAMPLE"	"G1094144-1"	9.9e-06	0	NA	-15.73604061	29480	9251111927
"1770"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111928	6	8	"SAMPLE"	"G1075771-1"	9.9e-06	0	NA	-12.69035533	28760	9251111928
"1771"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111929	6	9	"SAMPLE"	"G1093916-1"	9.9e-06	0	NA	-21.65820643	30880	9251111929
"1772"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111930	6	10	"SAMPLE"	"G1090759-1"	9.9e-06	0	NA	-14.72081218	29240	9251111930
"1773"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111931	6	11	"SAMPLE"	"G1094151-1"	9.9e-06	0	NA	-17.25888325	29840	9251111931
"1774"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111932	6	12	"SAMPLE"	"G1075778-1"	9.9e-06	0	NA	-18.61252115	30160	9251111932
"1775"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111933	6	13	"SAMPLE"	"G1093924-1"	9.9e-06	0	NA	-25.5499154	31800	9251111933
"1776"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111934	6	14	"SAMPLE"	"G1090767-1"	9.9e-06	0	NA	-19.62774958	30400	9251111934
"1777"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111935	6	15	"SAMPLE"	"G1094159-1"	9.9e-06	0	NA	-15.05922166	29320	9251111935
"1778"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111936	6	16	"SAMPLE"	"G1075786-1"	9.9e-06	0	NA	-13.53637902	28960	9251111936
"1779"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111937	6	17	"SAMPLE"	"G1093932-1"	9.9e-06	0	NA	-14.55160745	29200	9251111937
"1780"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111938	6	18	"SAMPLE"	"G1090775-1"	9.9e-06	0	NA	-17.76649746	29960	9251111938
"1781"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111939	6	19	"SAMPLE"	"G1094167-1"	9.9e-06	0	NA	-18.44331641	30120	9251111939
"1782"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111940	6	20	"SAMPLE"	"G1075794-1"	9.9e-06	0	NA	-12.69035533	28760	9251111940
"1783"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111941	6	21	"SAMPLE"	"G1093940-1"	9.9e-06	0	NA	-20.47377327	30600	9251111941
"1784"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111942	6	22	"SAMPLE"	"G1090783-1"	9.9e-06	0	NA	-20.30456853	30560	9251111942
"1785"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111943	6	23	"SAMPLE"	"G1094175-1"	9.9e-06	0	NA	-16.07445008	29560	9251111943
"1786"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111944	6	24	"SAMPLE"	"G560138-2"	9.9e-06	0	NA	-19.96615905	30480	9251111944
"1787"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111945	6	25	"SAMPLE"	"G1093948-1"	9.9e-06	0	NA	-19.45854484	30360	9251111945
"1788"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111946	6	26	"SAMPLE"	"G1090791-1"	9.9e-06	0	NA	-1.861252115	26200	9251111946
"1789"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111947	6	27	"SAMPLE"	"G1094182-1"	9.9e-06	0	NA	-9.644670051	28040	9251111947
"1790"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111948	6	28	"SAMPLE"	"G1075808-1"	9.9e-06	0	NA	-11.50592217	28480	9251111948
"1791"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111949	6	29	"SAMPLE"	"G1093956-1"	9.9e-06	0	NA	-15.39763113	29400	9251111949
"1792"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111950	6	30	"SAMPLE"	"G1090799-1"	9.9e-06	0	NA	-17.42808799	29880	9251111950
"1793"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111951	6	31	"SAMPLE"	"G1094190-1"	9.9e-06	0	NA	-9.813874788	28080	9251111951
"1794"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111952	6	32	"SAMPLE"	"G1075815-1"	9.9e-06	0	NA	-17.76649746	29960	9251111952
"1795"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111953	6	33	"SAMPLE"	"G1093964-1"	9.9e-06	0	NA	-16.24365482	29600	9251111953
"1796"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111954	6	34	"SAMPLE"	"G1090807-1"	9.9e-06	0	NA	-12.01353638	28600	9251111954
"1797"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111955	6	35	"SAMPLE"	"G1094198-1"	9.9e-06	0	NA	-19.2893401	30320	9251111955
"1798"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111956	6	36	"SAMPLE"	"G1075821-1"	9.9e-06	0	NA	-12.35194585	28680	9251111956
"1799"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111957	6	37	"SAMPLE"	"G1093972-1"	9.9e-06	0	NA	-9.306260575	27960	9251111957
"1800"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111958	6	38	"SAMPLE"	"G1090815-1"	9.9e-06	0	NA	-16.07445008	29560	9251111958
"1801"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111959	6	39	"SAMPLE"	"G1094206-1"	9.9e-06	0	NA	-18.10490694	30040	9251111959
"1802"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111960	6	40	"SAMPLE"	"G1075828-1"	9.9e-06	0	NA	-17.42808799	29880	9251111960
"1803"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111961	6	41	"SAMPLE"	"G1093980-1"	9.9e-06	0	NA	-14.89001692	29280	9251111961
"1804"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111962	6	42	"SAMPLE"	"G1090823-1"	9.9e-06	0	NA	-9.475465313	28000	9251111962
"1805"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111963	6	43	"SAMPLE"	"G1094214-1"	9.9e-06	0	NA	-14.72081218	29240	9251111963
"1806"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111964	6	44	"SAMPLE"	"G1075836-1"	9.9e-06	0	NA	-12.85956007	28800	9251111964
"1807"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111965	6	45	"NC"	""	0	0	NA	-6.260575296	27240	9251111965
"1808"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111967	6	47	"PC"	""	0	0	NA	96.27749577	3000	9251111967
"1809"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111969	7	1	"PC"	""	0	0	NA	101.8612521	1680	9251111969
"1810"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111970	7	2	"PC"	""	0	0	NA	97.63113367	2680	9251111970
"1811"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111971	7	3	"NC"	""	0	0	NA	-10.15228426	28160	9251111971
"1812"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111972	7	4	"NC"	""	0	0	NA	-14.89001692	29280	9251111972
"1813"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111973	7	5	"SAMPLE"	"G1077814-1"	9.9e-06	0	NA	-13.70558376	29000	9251111973
"1814"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111974	7	6	"SAMPLE"	"G1091895-1"	9.9e-06	0	NA	-17.59729272	29920	9251111974
"1815"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111975	7	7	"SAMPLE"	"G1072192-1"	9.9e-06	0	NA	-14.55160745	29200	9251111975
"1816"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111976	7	8	"SAMPLE"	"G1084296-1"	9.9e-06	0	NA	-14.38240271	29160	9251111976
"1817"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111977	7	9	"SAMPLE"	"G1077820-1"	9.9e-06	0	NA	-18.10490694	30040	9251111977
"1818"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111978	7	10	"SAMPLE"	"G1091903-1"	9.9e-06	0	NA	20.30456853	20960	9251111978
"1819"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111979	7	11	"SAMPLE"	"G1072199-1"	9.9e-06	0	NA	-17.25888325	29840	9251111979
"1820"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111980	7	12	"SAMPLE"	"G1084304-1"	9.9e-06	0	NA	-17.25888325	29840	9251111980
"1821"	50	"GT1917 HTS2"	925	2306749	NA	15	"Linked with Imported Layout"	0	0	NA	1111981	7	13	"SAMPLE"	"G1077828-1"	9.9e-06	0	NA	-17.59729272	29920	9251111981
